Protein_ID,Type,Method,Count
2kdf,prot,NMR,1
2kdg,prot,NMR,1
2kdh,prot,NMR,1
2kdi,prot,NMR,1
2kdk,prot,NMR,1
2kdl,prot,NMR,1
2kdm,prot,NMR,1
2kdn,prot,NMR,1
2kdo,prot,NMR,1
2kdp,prot,NMR,1
2kdr,prot,NMR,1
2kds,prot,NMR,1
2kdt,prot,NMR,1
2kdu,prot,NMR,1
2kdv,prot,NMR,1
2kdw,prot,NMR,1
2kdx,prot,NMR,1
2kdy,prot,NMR,1
2ke0,prot,NMR,1
2ke1,prot,NMR,1
2ke3,prot,NMR,1
2ke4,prot,NMR,1
2ke5,prot,NMR,1
2ke7,prot,NMR,1
2ke9,prot,NMR,1
2keb,prot,NMR,1
2kec,prot,NMR,1
2ked,prot,NMR,1
2kee,prot,NMR,1
2kef,prot,NMR,1
2keg,prot,NMR,1
2keh,prot,NMR,1
2kel,prot,NMR,1
2kem,prot,NMR,1
2ken,prot,NMR,1
2keo,prot,NMR,1
2kep,prot,NMR,1
2keq,prot,NMR,1
2ker,prot,NMR,1
2kes,prot,NMR,1
2ket,prot,NMR,1
2kew,prot,NMR,1
2key,prot,NMR,1
2kf2,prot,NMR,1
2kf3,prot,NMR,1
2kf4,prot,NMR,1
2kf5,prot,NMR,1
2kf6,prot,NMR,1
2kfb,prot,NMR,1
2kfd,prot,NMR,1
2kfe,prot,NMR,1
2kff,prot,NMR,1
2kfg,prot,NMR,1
2kfh,prot,NMR,1
2kfj,prot,NMR,1
2kfk,prot,NMR,1
2kfl,prot,NMR,1
2kfm,prot,NMR,1
2kfo,prot,NMR,1
2kfp,prot,NMR,1
2kfq,prot,NMR,1
2kfs,prot,NMR,1
2kft,prot,NMR,1
2kfu,prot,NMR,1
2kfv,prot,NMR,1
2kfw,prot,NMR,1
2kfx,prot,NMR,1
2kg2,prot,NMR,1
2kg4,prot,NMR,1
2kg5,prot,NMR,1
2kg6,prot,NMR,1
2kg7,prot,NMR,1
2kg8,prot,NMR,1
2kg9,prot,NMR,1
2kga,prot,NMR,1
2kgb,prot,NMR,1
2kgc,prot,NMR,1
2kgd,prot,NMR,1
2kge,prot,NMR,1
2kgf,prot,NMR,1
2kgg,prot,NMR,1
2kgh,prot,NMR,1
2kgi,prot,NMR,1
2kgj,prot,NMR,1
2kgk,prot,NMR,1
2kgl,prot,NMR,1
2kgn,prot,NMR,1
2kgo,prot,NMR,1
2kgq,prot,NMR,1
2kgr,prot,NMR,1
2kgs,prot,NMR,1
2kgt,prot,NMR,1
2kgu,prot,NMR,1
2kgw,prot,NMR,1
2kgx,prot,NMR,1
2kgy,prot,NMR,1
2kh2,prot,NMR,1
2kha,prot,NMR,1
2khb,prot,NMR,1
2khc,prot,NMR,1
2khd,prot,NMR,1
2khe,prot,NMR,1
2khf,prot,NMR,1
2khg,prot,NMR,1
2khh,prot,NMR,1
2khi,prot,NMR,1
2khj,prot,NMR,1
2khk,prot,NMR,1
2khl,prot,NMR,1
2khm,prot,NMR,1
2khn,prot,NMR,1
2kho,prot,NMR,1
2khp,prot,NMR,1
2khq,prot,NMR,1
2khr,prot,NMR,1
2khs,prot,NMR,1
2kht,prot,NMR,1
2khu,prot,NMR,1
2khv,prot,NMR,1
2khw,prot,NMR,1
2khx,prot,NMR,1
2khz,prot,NMR,1
2ki0,prot,NMR,1
2ki2,prot,NMR,1
2ki3,prot,NMR,1
2ki4,prot,NMR,1
2ki6,prot,NMR,1
2ki7,prot,NMR,1
2ki8,prot,NMR,1
2ki9,prot,NMR,1
2kia,prot,NMR,1
2kib,prot,NMR,1
2kic,prot,NMR,1
2kid,prot,NMR,1
2kie,prot,NMR,1
2kif,prot,NMR,1
2kig,prot,NMR,1
2kih,prot,NMR,1
2kii,prot,NMR,1
2kij,prot,NMR,1
2kik,prot,NMR,1
2kil,prot,NMR,1
2kim,prot,NMR,1
2kio,prot,NMR,1
2kiq,prot,NMR,1
2kir,prot,NMR,1
2kis,prot,NMR,1
2kit,prot,NMR,1
2kiu,prot,NMR,1
2kiv,prot,NMR,1
2kiw,prot,NMR,1
2kix,prot,NMR,1
2kiz,prot,NMR,1
2kj1,prot,NMR,1
2kj3,prot,NMR,1
2kj4,prot,NMR,1
2kj5,prot,NMR,1
2kj6,prot,NMR,1
2kj7,prot,NMR,1
2kj8,prot,NMR,1
2kj9,prot,NMR,1
2kja,prot,NMR,1
2kjb,prot,NMR,1
2kjc,prot,NMR,1
2kjd,prot,NMR,1
2kje,prot,NMR,1
2kjf,prot,NMR,1
2kjg,prot,NMR,1
2kjh,prot,NMR,1
2kji,prot,NMR,1
2kjj,prot,NMR,1
2kjk,prot,NMR,1
2kjl,prot,NMR,1
2kjm,prot,NMR,1
2kjn,prot,NMR,1
2kjo,prot,NMR,1
2kjp,prot,NMR,1
2kjq,prot,NMR,1
2kjr,prot,NMR,1
2kju,prot,NMR,1
2kjv,prot,NMR,1
2kjw,prot,NMR,1
2kjx,prot,NMR,1
2kjy,prot,NMR,1
2kjz,prot,NMR,1
2kk0,prot,NMR,1
2kk1,prot,NMR,1
2kk2,prot,NMR,1
2kk4,prot,NMR,1
2kk6,prot,NMR,1
2kk7,prot,NMR,1
2kk8,prot,NMR,1
2kk9,prot,NMR,1
2kkc,prot,NMR,1
2kkd,prot,NMR,1
2kke,prot,NMR,1
2kkg,prot,NMR,1
2kkh,prot,NMR,1
2kki,prot,NMR,1
2kkj,prot,NMR,1
2kkl,prot,NMR,1
2kkm,prot,NMR,1
2kkn,prot,NMR,1
2kko,prot,NMR,1
2kkp,prot,NMR,1
2kkq,prot,NMR,1
2kkr,prot,NMR,1
2kks,prot,NMR,1
2kkt,prot,NMR,1
2kku,prot,NMR,1
2kkv,prot,NMR,1
2kkw,prot,NMR,1
2kkx,prot,NMR,1
2kky,prot,NMR,1
2kkz,prot,NMR,1
2kl1,prot,NMR,1
2kl2,prot,NMR,1
2kl3,prot,NMR,1
2kl4,prot,NMR,1
2kl5,prot,NMR,1
2kl6,prot,NMR,1
2kl7,prot,NMR,1
2kl8,prot,NMR,1
2kla,prot,NMR,1
2klb,prot,NMR,1
2klc,prot,NMR,1
2kld,prot,NMR,1
2kle,prot,NMR,1
2klf,prot,NMR,1
2klg,prot,NMR,1
2klh,prot,NMR,1
2kli,prot,NMR,1
2klj,prot,NMR,1
2klk,prot,NMR,1
2kll,prot,NMR,1
2klm,prot,NMR,1
2kln,prot,NMR,1
2klo,prot,NMR,1
2klq,prot,NMR,1
2klr,prot,NMR,1
2kls,prot,NMR,1
2klt,prot,NMR,1
2klu,prot,NMR,1
2klv,prot,NMR,1
2klw,prot,NMR,1
2klx,prot,NMR,1
2kly,prot,NMR,1
2klz,prot,NMR,1
2km0,prot,NMR,1
2km1,prot,NMR,1
2km2,prot,NMR,1
2km4,prot,NMR,1
2km6,prot,NMR,1
2km7,prot,NMR,1
2km9,prot,NMR,1
2kma,prot,NMR,1
2kmc,prot,NMR,1
2kmd,prot,NMR,1
2kmf,prot,NMR,1
2kmg,prot,NMR,1
2kmi,prot,NMR,1
2kml,prot,NMR,1
2kmm,prot,NMR,1
2kmn,prot,NMR,1
2kmo,prot,NMR,1
2kmp,prot,NMR,1
2kmq,prot,NMR,1
2kmr,prot,NMR,1
2kms,prot,NMR,1
2kmt,prot,NMR,1
2kmu,prot,NMR,1
2kmv,prot,NMR,1
2kmw,prot,NMR,1
2kmx,prot,NMR,1
2kmy,prot,NMR,1
2kmz,prot,NMR,1
2kn0,prot,NMR,1
2kn1,prot,NMR,1
2kn2,prot,NMR,1
2kn4,prot,NMR,1
2kn5,prot,NMR,1
2kn6,prot,NMR,1
2kn8,prot,NMR,1
2kn9,prot,NMR,1
2kna,prot,NMR,1
2knb,prot,NMR,1
2knc,prot,NMR,1
2knd,prot,NMR,1
2kne,prot,NMR,1
2knf,prot,NMR,1
2kng,prot,NMR,1
2knh,prot,NMR,1
2kni,prot,NMR,1
2knj,prot,NMR,1
2knm,prot,NMR,1
2knn,prot,NMR,1
2kno,prot,NMR,1
2knp,prot,NMR,1
2knq,prot,NMR,1
2knr,prot,NMR,1
2kns,prot,NMR,1
2knu,prot,NMR,1
2knv,prot,NMR,1
2knx,prot,NMR,1
2kny,prot,NMR,1
2knz,prot,NMR,1
2ko1,prot,NMR,1
2ko2,prot,NMR,1
2ko3,prot,NMR,1
2ko6,prot,NMR,1
2ko7,prot,NMR,1
2ko8,prot,NMR,1
2kob,prot,NMR,1
2kod,prot,NMR,1
2koe,prot,NMR,1
2kog,prot,NMR,1
2koh,prot,NMR,1
2koi,prot,NMR,1
2koj,prot,NMR,1
2kok,prot,NMR,1
2kol,prot,NMR,1
2kom,prot,NMR,1
2kon,prot,NMR,1
2koo,prot,NMR,1
2kop,prot,NMR,1
2koq,prot,NMR,1
2kor,prot,NMR,1
2kos,prot,NMR,1
2kot,prot,NMR,1
2kou,prot,NMR,1
2kox,prot,NMR,1
2koy,prot,NMR,1
2koz,prot,NMR,1
2kp0,prot,NMR,1
2kp1,prot,NMR,1
2kp2,prot,NMR,1
2kp5,prot,NMR,1
2kp6,prot,NMR,1
2kp7,prot,NMR,1
2kp8,prot,NMR,1
2kpa,prot,NMR,1
2kpb,prot,NMR,1
2kpe,prot,NMR,1
2kpf,prot,NMR,1
2kph,prot,NMR,1
2kpi,prot,NMR,1
2kpj,prot,NMR,1
2kpk,prot,NMR,1
2kpl,prot,NMR,1
2kpm,prot,NMR,1
2kpn,prot,NMR,1
2kpo,prot,NMR,1
2kpp,prot,NMR,1
2kpq,prot,NMR,1
2kpt,prot,NMR,1
2kpu,prot,NMR,1
2kpw,prot,NMR,1
2kpy,prot,NMR,1
2kpz,prot,NMR,1
2kq0,prot,NMR,1
2kq1,prot,NMR,1
2kq2,prot,NMR,1
2kq3,prot,NMR,1
2kq4,prot,NMR,1
2kq5,prot,NMR,1
2kq6,prot,NMR,1
2kq7,prot,NMR,1
2kq8,prot,NMR,1
2kq9,prot,NMR,1
2kqa,prot,NMR,1
2kqb,prot,NMR,1
2kqc,prot,NMR,1
2kqd,prot,NMR,1
2kqe,prot,NMR,1
2kqf,prot,NMR,1
2kqk,prot,NMR,1
2kql,prot,NMR,1
2kqm,prot,NMR,1
2kqn,prot,NMR,1
2kqp,prot,NMR,1
2kqq,prot,NMR,1
2kqr,prot,NMR,1
2kqs,prot,NMR,1
2kqt,prot,NMR,1
2kqu,prot,NMR,1
2kqv,prot,NMR,1
2kqw,prot,NMR,1
2kqx,prot,NMR,1
2kqy,prot,NMR,1
2kqz,prot,NMR,1
2kr0,prot,NMR,1
2kr1,prot,NMR,1
2kr2,prot,NMR,1
2kr3,prot,NMR,1
2kr4,prot,NMR,1
2kr5,prot,NMR,1
2kr6,prot,NMR,1
2kr7,prot,NMR,1
2kr9,prot,NMR,1
2kra,prot,NMR,1
2krb,prot,NMR,1
2krc,prot,NMR,1
2krd,prot,NMR,1
2kre,prot,NMR,1
2krf,prot,NMR,1
2krg,prot,NMR,1
2krh,prot,NMR,1
2kri,prot,NMR,1
2krj,prot,NMR,1
2krk,prot,NMR,1
2krm,prot,NMR,1
2krn,prot,NMR,1
2kro,prot,NMR,1
2krr,prot,NMR,1
2krs,prot,NMR,1
2krt,prot,NMR,1
2kru,prot,NMR,1
2krx,prot,NMR,1
2ks0,prot,NMR,1
2ks1,prot,NMR,1
2ks4,prot,NMR,1
2ks6,prot,NMR,1
2ks9,prot,NMR,1
2ksa,prot,NMR,1
2ksb,prot,NMR,1
2ksc,prot,NMR,1
2ksd,prot,NMR,1
2kse,prot,NMR,1
2ksf,prot,NMR,1
2ksg,prot,NMR,1
2ksh,prot,NMR,1
2ksi,prot,NMR,1
2ksj,prot,NMR,1
2ksk,prot,NMR,1
2ksl,prot,NMR,1
2ksm,prot,NMR,1
2ksn,prot,NMR,1
2kso,prot,NMR,1
2ksp,prot,NMR,1
2ksq,prot,NMR,1
2ksr,prot,NMR,1
2kss,prot,NMR,1
2ksu,prot,NMR,1
2ksv,prot,NMR,1
2ksw,prot,NMR,1
2ksy,prot,NMR,1
2ksz,prot,NMR,1
2kt0,prot,NMR,1
2kt1,prot,NMR,1
2kt2,prot,NMR,1
2kt3,prot,NMR,1
2kt4,prot,NMR,1
2kt5,prot,NMR,1
2kt6,prot,NMR,1
2kt7,prot,NMR,1
2kt8,prot,NMR,1
2kt9,prot,NMR,1
2kta,prot,NMR,1
2ktb,prot,NMR,1
2ktc,prot,NMR,1
2ktd,prot,NMR,1
2kte,prot,NMR,1
2ktf,prot,NMR,1
2ktl,prot,NMR,1
2ktm,prot,NMR,1
2kto,prot,NMR,1
2ktr,prot,NMR,1
2kts,prot,NMR,1
2ktu,prot,NMR,1
2ktv,prot,NMR,1
2ktx,prot,NMR,1
2kty,prot,NMR,1
2ku1,prot,NMR,1
2ku2,prot,NMR,1
2ku3,prot,NMR,1
2ku4,prot,NMR,1
2ku5,prot,NMR,1
2ku6,prot,NMR,1
2ku7,prot,NMR,1
2kua,prot,NMR,1
2kub,prot,NMR,1
2kuc,prot,NMR,1
2kud,prot,NMR,1
2kue,prot,NMR,1
2kuf,prot,NMR,1
2kug,prot,NMR,1
2kuh,prot,NMR,1
2kui,prot,NMR,1
2kuk,prot,NMR,1
2kul,prot,NMR,1
2kum,prot,NMR,1
2kun,prot,NMR,1
2kuo,prot,NMR,1
2kup,prot,NMR,1
2kuq,prot,NMR,1
2kus,prot,NMR,1
2kut,prot,NMR,1
2kux,prot,NMR,1
2kuy,prot,NMR,1
2kv1,prot,NMR,1
2kv2,prot,NMR,1
2kv3,prot,NMR,1
2kv4,prot,NMR,1
2kv5,prot,NMR,1
2kv7,prot,NMR,1
2kv8,prot,NMR,1
2kv9,prot,NMR,1
2kva,prot,NMR,1
2kvb,prot,NMR,1
2kvc,prot,NMR,1
2kvd,prot,NMR,1
2kve,prot,NMR,1
2kvf,prot,NMR,1
2kvg,prot,NMR,1
2kvh,prot,NMR,1
2kvi,prot,NMR,1
2kvk,prot,NMR,1
2kvl,prot,NMR,1
2kvm,prot,NMR,1
2kvo,prot,NMR,1
2kvp,prot,NMR,1
2kvq,prot,NMR,1
2kvr,prot,NMR,1
2kvs,prot,NMR,1
2kvt,prot,NMR,1
2kvu,prot,NMR,1
2kvv,prot,NMR,1
2kvx,prot,NMR,1
2kvz,prot,NMR,1
2kw0,prot,NMR,1
2kw1,prot,NMR,1
2kw2,prot,NMR,1
2kw3,prot,NMR,1
2kw4,prot,NMR,1
2kw5,prot,NMR,1
2kw6,prot,NMR,1
2kw7,prot,NMR,1
2kw8,prot,NMR,1
2kw9,prot,NMR,1
2kwa,prot,NMR,1
2kwb,prot,NMR,1
2kwc,prot,NMR,1
2kwd,prot,NMR,1
2kwf,prot,NMR,1
2kwh,prot,NMR,1
2kwi,prot,NMR,1
2kwj,prot,NMR,1
2kwk,prot,NMR,1
2kwl,prot,NMR,1
2kwn,prot,NMR,1
2kwo,prot,NMR,1
2kwp,prot,NMR,1
2kwq,prot,NMR,1
2kwt,prot,NMR,1
2kwu,prot,NMR,1
2kwv,prot,NMR,1
2kwx,prot,NMR,1
2kwy,prot,NMR,1
2kwz,prot,NMR,1
2kx0,prot,NMR,1
2kx2,prot,NMR,1
2kx3,prot,NMR,1
2kx4,prot,NMR,1
2kx6,prot,NMR,1
2kx7,prot,NMR,1
2kx9,prot,NMR,1
2kxa,prot,NMR,1
2kxc,prot,NMR,1
2kxd,prot,NMR,1
2kxe,prot,NMR,1
2kxf,prot,NMR,1
2kxg,prot,NMR,1
2kxh,prot,NMR,1
2kxi,prot,NMR,1
2kxj,prot,NMR,1
2kxk,prot,NMR,1
2kxl,prot,NMR,1
2kxo,prot,NMR,1
2kxp,prot,NMR,1
2kxq,prot,NMR,1
2kxr,prot,NMR,1
2kxs,prot,NMR,1
2kxt,prot,NMR,1
2kxv,prot,NMR,1
2kxw,prot,NMR,1
2kxx,prot,NMR,1
2kxy,prot,NMR,1
2ky3,prot,NMR,1
2ky4,prot,NMR,1
2ky5,prot,NMR,1
2ky6,prot,NMR,1
2ky9,prot,NMR,1
2kya,prot,NMR,1
2kyb,prot,NMR,1
2kyc,prot,NMR,1
2kyf,prot,NMR,1
2kyg,prot,NMR,1
2kyh,prot,NMR,1
2kyi,prot,NMR,1
2kyj,prot,NMR,1
2kyk,prot,NMR,1
2kyl,prot,NMR,1
2kym,prot,NMR,1
2kyq,prot,NMR,1
2kyr,prot,NMR,1
2kys,prot,NMR,1
2kyt,prot,NMR,1
2kyu,prot,NMR,1
2kyv,prot,NMR,1
2kyw,prot,NMR,1
2kyx,prot,NMR,1
2kyy,prot,NMR,1
2kyz,prot,NMR,1
2kz0,prot,NMR,1
2kz1,prot,NMR,1
2kz2,prot,NMR,1
2kz3,prot,NMR,1
2kz4,prot,NMR,1
2kz5,prot,NMR,1
2kz6,prot,NMR,1
2kz7,prot,NMR,1
2kz8,prot,NMR,1
2kz9,prot,NMR,1
2kza,prot,NMR,1
2kzb,prot,NMR,1
2kzc,prot,NMR,1
2kzf,prot,NMR,1
2kzg,prot,NMR,1
2kzh,prot,NMR,1
2kzi,prot,NMR,1
2kzj,prot,NMR,1
2kzk,prot,NMR,1
2kzn,prot,NMR,1
2kzq,prot,NMR,1
2kzr,prot,NMR,1
2kzs,prot,NMR,1
2kzt,prot,NMR,1
2kzu,prot,NMR,1
2kzv,prot,NMR,1
2kzw,prot,NMR,1
2kzx,prot,NMR,1
2kzy,prot,NMR,1
2l00,prot,NMR,1
2l01,prot,NMR,1
2l02,prot,NMR,1
2l03,prot,NMR,1
2l04,prot,NMR,1
2l05,prot,NMR,1
2l06,prot,NMR,1
2l07,prot,NMR,1
2l08,prot,NMR,1
2l09,prot,NMR,1
2l0a,prot,NMR,1
2l0b,prot,NMR,1
2l0c,prot,NMR,1
2l0d,prot,NMR,1
2l0e,prot,NMR,1
2l0f,prot,NMR,1
2l0g,prot,NMR,1
2l0i,prot,NMR,1
2l0j,prot,NMR,1
2l0k,prot,NMR,1
2l0l,prot,NMR,1
2l0m,prot,NMR,1
2l0n,prot,NMR,1
2l0o,prot,NMR,1
2l0p,prot,NMR,1
2l0q,prot,NMR,1
2l0r,prot,NMR,1
2l0s,prot,NMR,1
2l0t,prot,NMR,1
2l0w,prot,NMR,1
2l0x,prot,NMR,1
2l0y,prot,NMR,1
2l0z,prot,NMR,1
2l10,prot,NMR,1
2l11,prot,NMR,1
2l12,prot,NMR,1
2l14,prot,NMR,1
2l15,prot,NMR,1
2l16,prot,NMR,1
2l17,prot,NMR,1
2l18,prot,NMR,1
2l19,prot,NMR,1
2l1a,prot,NMR,1
2l1b,prot,NMR,1
2l1c,prot,NMR,1
2l1d,prot,NMR,1
2l1e,prot,NMR,1
2l1h,prot,NMR,1
2l1j,prot,NMR,1
2l1k,prot,NMR,1
2l1l,prot,NMR,1
2l1m,prot,NMR,1
2l1n,prot,NMR,1
2l1o,prot,NMR,1
2l1p,prot,NMR,1
2l1q,prot,NMR,1
2l1r,prot,NMR,1
2l1s,prot,NMR,1
2l1t,prot,NMR,1
2l1u,prot,NMR,1
2l1w,prot,NMR,1
2l1x,prot,NMR,1
2l1y,prot,NMR,1
2l1z,prot,NMR,1
2l21,prot,NMR,1
2l22,prot,NMR,1
2l23,prot,NMR,1
2l24,prot,NMR,1
2l25,prot,NMR,1
2l26,prot,NMR,1
2l27,prot,NMR,1
2l28,prot,NMR,1
2l29,prot,NMR,1
2l2a,prot,NMR,1
2l2b,prot,NMR,1
2l2c,prot,NMR,1
2l2d,prot,NMR,1
2l2e,prot,NMR,1
2l2f,prot,NMR,1
2l2g,prot,NMR,1
2l2i,prot,NMR,1
2l2l,prot,NMR,1
2l2m,prot,NMR,1
2l2n,prot,NMR,1
2l2o,prot,NMR,1
2l2p,prot,NMR,1
2l2q,prot,NMR,1
2l2r,prot,NMR,1
2l2s,prot,NMR,1
2l2t,prot,NMR,1
2l2w,prot,NMR,1
2l2x,prot,NMR,1
2l2y,prot,NMR,1
2l2z,prot,NMR,1
2l30,prot,NMR,1
2l31,prot,NMR,1
2l32,prot,NMR,1
2l33,prot,NMR,1
2l34,prot,NMR,1
2l35,prot,NMR,1
2l36,prot,NMR,1
2l37,prot,NMR,1
2l38,prot,NMR,1
2l39,prot,NMR,1
2l3a,prot,NMR,1
2l3b,prot,NMR,1
2l3d,prot,NMR,1
2l3f,prot,NMR,1
2l3g,prot,NMR,1
2l3h,prot,NMR,1
2l3i,prot,NMR,1
2l3l,prot,NMR,1
2l3m,prot,NMR,1
2l3n,prot,NMR,1
2l3o,prot,NMR,1
2l3p,prot,NMR,1
2l3q,prot,NMR,1
2l3r,prot,NMR,1
2l3s,prot,NMR,1
2l3t,prot,NMR,1
2l3u,prot,NMR,1
2l3w,prot,NMR,1
2l3x,prot,NMR,1
2l3y,prot,NMR,1
2l3z,prot,NMR,1
2l40,prot,NMR,1
2l42,prot,NMR,1
2l43,prot,NMR,1
2l44,prot,NMR,1
2l47,prot,NMR,1
2l48,prot,NMR,1
2l49,prot,NMR,1
2l4a,prot,NMR,1
2l4b,prot,NMR,1
2l4c,prot,NMR,1
2l4d,prot,NMR,1
2l4e,prot,NMR,1
2l4f,prot,NMR,1
2l4g,prot,NMR,1
2l4h,prot,NMR,1
2l4i,prot,NMR,1
2l4j,prot,NMR,1
2l4k,prot,NMR,1
2l4m,prot,NMR,1
2l4n,prot,NMR,1
2l4o,prot,NMR,1
2l4q,prot,NMR,1
2l4r,prot,NMR,1
2l4s,prot,NMR,1
2l4t,prot,NMR,1
2l4u,prot,NMR,1
2l4v,prot,NMR,1
2l4w,prot,NMR,1
2l4x,prot,NMR,1
2l4z,prot,NMR,1
2l50,prot,NMR,1
2l51,prot,NMR,1
2l52,prot,NMR,1
2l53,prot,NMR,1
2l54,prot,NMR,1
2l55,prot,NMR,1
2l56,prot,NMR,1
2l57,prot,NMR,1
2l58,prot,NMR,1
2l59,prot,NMR,1
2l5a,prot,NMR,1
2l5b,prot,NMR,1
2l5c,prot,NMR,1
2l5e,prot,NMR,1
2l5f,prot,NMR,1
2l5g,prot,NMR,1
2l5h,prot,NMR,1
2l5i,prot,NMR,1
2l5j,prot,NMR,1
2l5l,prot,NMR,1
2l5m,prot,NMR,1
2l5n,prot,NMR,1
2l5o,prot,NMR,1
2l5p,prot,NMR,1
2l5q,prot,NMR,1
2l5r,prot,NMR,1
2l5s,prot,NMR,1
2l5t,prot,NMR,1
2l5u,prot,NMR,1
2l5v,prot,NMR,1
2l5x,prot,NMR,1
2l5y,prot,NMR,1
2l60,prot,NMR,1
2l61,prot,NMR,1
2l62,prot,NMR,1
2l63,prot,NMR,1
2l64,prot,NMR,1
2l65,prot,NMR,1
2l66,prot,NMR,1
2l67,prot,NMR,1
2l68,prot,NMR,1
2l69,prot,NMR,1
2l6a,prot,NMR,1
2l6b,prot,NMR,1
2l6c,prot,NMR,1
2l6d,prot,NMR,1
2l6e,prot,NMR,1
2l6f,prot,NMR,1
2l6g,prot,NMR,1
2l6h,prot,NMR,1
2l6j,prot,NMR,1
2l6k,prot,NMR,1
2l6l,prot,NMR,1
2l6m,prot,NMR,1
2l6n,prot,NMR,1
2l6o,prot,NMR,1
2l6p,prot,NMR,1
2l6q,prot,NMR,1
2l6r,prot,NMR,1
2l6s,prot,NMR,1
2l6t,prot,NMR,1
2l6u,prot,NMR,1
2l6w,prot,NMR,1
2l6x,prot,NMR,1
2l6y,prot,NMR,1
2l6z,prot,NMR,1
2l70,prot,NMR,1
2l71,prot,NMR,1
2l72,prot,NMR,1
2l73,prot,NMR,1
2l74,prot,NMR,1
2l75,prot,NMR,1
2l76,prot,NMR,1
2l77,prot,NMR,1
2l79,prot,NMR,1
2l7a,prot,NMR,1
2l7b,prot,NMR,1
2l7c,prot,NMR,1
2l7e,prot,NMR,1
2l7f,prot,NMR,1
2l7h,prot,NMR,1
2l7i,prot,NMR,1
2l7j,prot,NMR,1
2l7k,prot,NMR,1
2l7l,prot,NMR,1
2l7m,prot,NMR,1
2l7n,prot,NMR,1
2l7p,prot,NMR,1
2l7q,prot,NMR,1
2l7r,prot,NMR,1
2l7s,prot,NMR,1
2l7t,prot,NMR,1
2l7u,prot,NMR,1
2l7w,prot,NMR,1
2l7x,prot,NMR,1
2l7y,prot,NMR,1
2l7z,prot,NMR,1
2l80,prot,NMR,1
2l81,prot,NMR,1
2l82,prot,NMR,1
2l83,prot,NMR,1
2l84,prot,NMR,1
2l85,prot,NMR,1
2l86,prot,NMR,1
2l87,prot,NMR,1
2l89,prot,NMR,1
2l8a,prot,NMR,1
2l8b,prot,NMR,1
2l8d,prot,NMR,1
2l8e,prot,NMR,1
2l8j,prot,NMR,1
2l8k,prot,NMR,1
2l8l,prot,NMR,1
2l8m,prot,NMR,1
2l8n,prot,NMR,1
2l8o,prot,NMR,1
2l8r,prot,NMR,1
2l8s,prot,NMR,1
2l8t,prot,NMR,1
2l8v,prot,NMR,1
2l8x,prot,NMR,1
2l8y,prot,NMR,1
2l90,prot,NMR,1
2l91,prot,NMR,1
2l92,prot,NMR,1
2l93,prot,NMR,1
2l95,prot,NMR,1
2l96,prot,NMR,1
2l97,prot,NMR,1
2l98,prot,NMR,1
2l99,prot,NMR,1
2l9a,prot,NMR,1
2l9b,prot,NMR,1
2l9c,prot,NMR,1
2l9d,prot,NMR,1
2l9f,prot,NMR,1
2l9g,prot,NMR,1
2l9h,prot,NMR,1
2l9i,prot,NMR,1
2l9j,prot,NMR,1
2l9l,prot,NMR,1
2l9m,prot,NMR,1
2l9n,prot,NMR,1
2l9p,prot,NMR,1
2l9q,prot,NMR,1
2l9r,prot,NMR,1
2l9s,prot,NMR,1
2l9u,prot,NMR,1
2l9v,prot,NMR,1
2l9w,prot,NMR,1
2l9x,prot,NMR,1
2l9y,prot,NMR,1
2l9z,prot,NMR,1
2la0,prot,NMR,1
2la1,prot,NMR,1
2la2,prot,NMR,1
2la3,prot,NMR,1
2la4,prot,NMR,1
2la6,prot,NMR,1
2la7,prot,NMR,1
2la8,prot,NMR,1
2laa,prot,NMR,1
2lab,prot,NMR,1
2lae,prot,NMR,1
2laf,prot,NMR,1
2lag,prot,NMR,1
2lah,prot,NMR,1
2lai,prot,NMR,1
2laj,prot,NMR,1
2lak,prot,NMR,1
2lam,prot,NMR,1
2lan,prot,NMR,1
2lap,prot,NMR,1
2laq,prot,NMR,1
2las,prot,NMR,1
2lat,prot,NMR,1
2lau,prot,NMR,1
2lav,prot,NMR,1
2law,prot,NMR,1
2lax,prot,NMR,1
2lay,prot,NMR,1
2laz,prot,NMR,1
2lb0,prot,NMR,1
2lb1,prot,NMR,1
2lb2,prot,NMR,1
2lb3,prot,NMR,1
2lb5,prot,NMR,1
2lb6,prot,NMR,1
2lb7,prot,NMR,1
2lb9,prot,NMR,1
2lba,prot,NMR,1
2lbb,prot,NMR,1
2lbc,prot,NMR,1
2lbf,prot,NMR,1
2lbg,prot,NMR,1
2lbh,prot,NMR,1
2lbm,prot,NMR,1
2lbn,prot,NMR,1
2lbo,prot,NMR,1
2lbt,prot,NMR,1
2lbu,prot,NMR,1
2lbv,prot,NMR,1
2lbw,prot,NMR,1
2lbx,prot,NMR,1
2lbz,prot,NMR,1
2lc0,prot,NMR,1
2lc1,prot,NMR,1
2lc2,prot,NMR,1
2lc3,prot,NMR,1
2lc4,prot,NMR,1
2lc5,prot,NMR,1
2lc6,prot,NMR,1
2lc7,prot,NMR,1
2lc9,prot,NMR,1
2lca,prot,NMR,1
2lcb,prot,NMR,1
2lcc,prot,NMR,1
2lce,prot,NMR,1
2lcf,prot,NMR,1
2lcg,prot,NMR,1
2lch,prot,NMR,1
2lci,prot,NMR,1
2lcj,prot,NMR,1
2lck,prot,NMR,1
2lcl,prot,NMR,1
